Interval Size;Interval Size;Return Frequency of Peak Duration;Rainfall of Peak Duration;Interval Start Date;Interval Ending on Date
water year = 1957-1958
31;31;13.050396725386079414601927574;9.13;8/3/1998;9/3/1998
32;32;11.265778259218533249406498934;9.13;8/1/1998;9/2/1998
33;33;9.780600461893764434180138568;9.13;7/31/1998;9/2/1998
34;34;12.359068886502574682709462486;9.49;8/4/1998;9/7/1998
35;35;11.634084146115614386309224027;9.570001;8/3/1998;9/7/1998
36;36;9.966373318385650224215246637;9.570001;8/2/1998;9/7/1998
37;37;9.211700008660258075690655582;9.570001;8/3/1998;9/9/1998
38;38;8.471410426300538305464982652;9.570001;8/3/1998;9/10/1998
39;39;7.7995642701525054466230936819;9.58;8/3/1998;9/11/1998
40;40;7.0863288390854957449609675978;9.58;8/2/1998;9/11/1998
41;41;6.3863176148840948794762084988;9.58;8/1/1998;9/11/1998
42;42;6.0169491525423728813559322034;9.64;8/5/1998;9/16/1998
43;43;7.4387665771634549779251070155;10.04;8/4/1998;9/16/1998
44;44;7.1705983560344271605914281613;10.12;8/3/1998;9/16/1998
45;45;6.4948453608247422680412371134;10.12;8/3/1998;9/17/1998
46;46;5.9066288995541626874866162541;10.12;8/3/1998;9/18/1998
47;47;5.3364279575480183079167749285;10.12;8/1/1998;9/17/1998
48;48;5.6200787401574803149606299213;10.29;8/4/1998;9/21/1998
49;49;5.4589660053910446603447941513;10.37;8/3/1998;9/21/1998
50;50;4.9843672241393184234724449862;10.38;8/3/1998;9/22/1998
51;51;4.7260061919504643962848297212;10.38;8/3/1998;9/23/1998
52;52;7.926977555831956485417788256;11.24;6/24/1998;8/15/1998
53;53;7.3764483004777332381527648125;11.24;6/23/1998;8/15/1998
54;54;6.8411552346570397111913357401;11.24;6/22/1998;8/15/1998
55;55;7.8338259120123916178538999769;11.58;6/24/1998;8/18/1998
56;56;7.3067904378831257794249380851;11.58;6/24/1998;8/19/1998
57;57;6.7937608318890814558058925477;11.58;6/24/1998;8/20/1998
58;58;6.4652282484136350419894983495;11.62;6/21/1998;8/18/1998
59;59;6.398418111525669812435635541;11.72;6/20/1998;8/18/1998
60;60;7.0833333333333333333333333333;12;6/16/1998;8/15/1998
water year = 1998-1999
1;1;1.08;2.12;9/28/1999;9/29/1999
2;2;0;2.2;9/28/1999;9/30/1999
3;3;0;2.2;9/27/1999;9/30/1999
4;4;0;2.2;9/26/1999;9/30/1999
5;5;0;2.63;7/18/1999;7/23/1999
6;6;0;2.65;7/17/1999;7/23/1999
7;7;1.7179487179487179487179487179;3.59;7/16/1999;7/23/1999
8;8;1.3388432415814188736878120863;3.6;7/16/1999;7/24/1999
9;9;0;3.6;7/15/1999;7/24/1999
10;10;0;3.7;7/16/1999;7/26/1999
11;11;0;3.71;7/16/1999;7/27/1999
12;12;0;3.71;7/16/1999;7/28/1999
13;13;0;3.79;7/16/1999;7/29/1999
14;14;0;3.79;7/16/1999;7/30/1999
15;15;0;4.08;4/8/1999;4/23/1999
16;16;0;4.08;4/7/1999;4/23/1999
17;17;0;4.08;4/6/1999;4/23/1999
18;18;0;4.11;7/8/1999;7/26/1999
19;19;0;4.43;7/16/1999;8/4/1999
20;20;0;4.759999;4/3/1999;4/23/1999
21;21;0;4.76;4/2/1999;4/23/1999
22;22;0;4.759999;4/3/1999;4/25/1999
23;23;0;5.25;6/30/1999;7/23/1999
24;24;0;5.26;6/30/1999;7/24/1999
25;25;0;5.559999;6/28/1999;7/23/1999
26;26;0;5.57;6/28/1999;7/24/1999
27;27;2.0960712809917355371900826446;6.559999;6/26/1999;7/23/1999
28;28;1.8566666666666666666666666667;6.57;6/26/1999;7/24/1999
29;29;1.913114754098360655737704918;6.73;6/24/1999;7/23/1999
30;30;1.7258064516129032258064516129;6.74;6/24/1999;7/24/1999
31;31;1.5502650793650793650793650794;6.74;6/24/1999;7/25/1999
32;32;1.5364578125;6.839999;6/24/1999;7/26/1999
33;33;1.3846153846153846153846153846;6.85;6/24/1999;7/27/1999
34;34;1.2222212121212121212121212121;6.849999;6/24/1999;7/28/1999
35;35;1.1840778866834129603178512207;6.929999;6/24/1999;7/29/1999
36;36;1.0294102941176470588235294118;6.929999;6/23/1999;7/29/1999
37;37;1.0676333333333333333333333333;7.06;6/24/1999;7/31/1999
38;38;0;7.06;6/24/1999;8/1/1999
39;39;1.2535211267605633802816901408;7.4;6/26/1999;8/4/1999
40;40;1.4259263888888888888888888889;7.63;6/13/1999;7/23/1999
41;41;2.2147759577113038756906148545;8.24;6/12/1999;7/23/1999
42;42;2;8.27;6/11/1999;7/23/1999
43;43;1.86222248296331061774749033;8.28;6/11/1999;7/24/1999
44;44;1.8070181671291672752200989738;8.35;6/12/1999;7/26/1999
45;45;1.7012987012987012987012987013;8.38;6/11/1999;7/26/1999
46;46;1.5902483277366671243229787523;8.39;6/11/1999;7/27/1999
47;47;1.5325460968267935983039715165;8.440001;6/12/1999;7/29/1999
48;48;1.4511265664160401002506265664;8.469999;6/11/1999;7/29/1999
49;49;1.4583003543766946229127262233;8.570001;6/12/1999;7/31/1999
50;50;1.3795916817993135513005913059;8.6;6/11/1999;7/31/1999
51;51;1.2663438256658595641646489104;8.6;6/11/1999;8/1/1999
52;52;1.1795703031006796092097403072;8.620001;6/9/1999;7/31/1999
53;53;1.6156276785672003674816614338;9.08;6/12/1999;8/4/1999
54;54;1.5386428571428571428571428571;9.110001;6/11/1999;8/4/1999
55;55;1.4285727523446920249776158215;9.110001;6/10/1999;8/4/1999
56;56;1.6073347565566246918927838454;9.360001;6/12/1999;8/7/1999
57;57;1.5328798185941043083900226757;9.39;6/11/1999;8/7/1999
58;58;1.4599864248570963779050525336;9.420001;6/11/1999;8/8/1999
59;59;1.4774240538443005270514982718;9.530001;6/12/1999;8/10/1999
60;60;1.4065934065934065934065934066;9.56;6/11/1999;8/10/1999
water year = 1999-2000
1;1;8.977272727272727272727272727;3.17;6/24/2000;6/25/2000
2;2;6.4;3.4;6/23/2000;6/25/2000
3;3;6.5384615384615384615384615385;3.68;9/9/2000;9/12/2000
4;4;4.7;3.68;9/8/2000;9/12/2000
5;5;6.9161635232553752961824573758;4.16;9/9/2000;9/14/2000
6;6;5.406971876678782973913892823;4.2;9/9/2000;9/15/2000
7;7;4.4090909090909090909090909091;4.23;9/7/2000;9/14/2000
8;8;3.955880882352941176470588235;4.31;6/17/2000;6/25/2000
9;9;3.3142852653067638474802178852;4.34;6/17/2000;6/26/2000
10;10;2.5833333333333333333333333333;4.34;6/17/2000;6/27/2000
11;11;2.3918367346938775510204081633;4.44;6/14/2000;6/25/2000
12;12;2.128;4.52;6/13/2000;6/25/2000
13;13;3.6;5.04;6/12/2000;6/25/2000
14;14;4.2461538461538461538461538462;5.36;6/11/2000;6/25/2000
15;15;5.8518518518518518518518518519;5.83;6/10/2000;6/25/2000
16;16;4.9481481481481481481481481481;5.86;6/10/2000;6/26/2000
17;17;9.282639885222381635581061693;6.63;6/24/2000;7/11/2000
18;18;9.717514124293785310734463277;6.86;6/23/2000;7/11/2000
19;19;8.539638386648122392211404729;6.86;6/23/2000;7/12/2000
20;20;9.520547945205479452054794520;7.17;6/24/2000;7/14/2000
21;21;10.257143102041049562904345623;7.41;6/20/2000;7/11/2000
22;22;9.308510638297872340425531915;7.44;6/19/2000;7/11/2000
23;23;8.322411533420707732634338139;7.44;6/18/2000;7/11/2000
24;24;11.416667978396276292848419305;7.95;6/20/2000;7/14/2000
25;25;9.872611464968152866242038217;7.98;6/19/2000;7/14/2000
26;26;9.045226130653266331658291457;8;6/19/2000;7/15/2000
27;27;10.081081081081081081081081081;8.31;6/17/2000;7/14/2000
28;28;9.229828850855745721271393643;8.33;6/17/2000;7/15/2000
29;29;9.348618817852834740651387214;8.500001;6/12/2000;7/11/2000
30;30;10.789486842105263157894736842;8.820001;6/11/2000;7/11/2000
31;31;15.136138076077415766466493436;9.29;6/10/2000;7/11/2000
32;32;13.332389012932597050448236462;9.290001;6/9/2000;7/11/2000
33;33;12.457350682593856655290102390;9.360001;6/11/2000;7/14/2000
34;34;16.671358028866885944515376222;9.830001;6/10/2000;7/14/2000
35;35;15.153637429409659867479965707;9.85;6/10/2000;7/15/2000
36;36;13.413621262458471760797342191;9.85;6/9/2000;7/15/2000
37;37;17.384721776284916891007434118;10.31;6/4/2000;7/11/2000
38;38;15.655611676537485034631515291;10.31;6/4/2000;7/12/2000
39;39;13.956310679611650485436893204;10.31;6/3/2000;7/12/2000
40;40;18.783398974869051152269646341;10.85;6/4/2000;7/14/2000
41;41;17.325045930662594545584691370;10.87;6/4/2000;7/15/2000
42;42;15.654574132492113564668769718;10.87;6/4/2000;7/16/2000
43;43;18.469738087231263734974622065;11.25;6/24/2000;8/6/2000
44;44;19.493302723119759875284062269;11.48;6/23/2000;8/6/2000
45;45;19.923076923076923076923076919;11.66;6/23/2000;8/7/2000
46;46;18.418372032510369950867096257;11.66;6/23/2000;8/8/2000
47;47;21.154803782721915117182146284;12.03;6/20/2000;8/6/2000
48;48;21.704545454545454545454545455;12.21;6/20/2000;8/7/2000
49;49;20.552779159694269820451359052;12.24;6/19/2000;8/7/2000
50;50;20.762483687581562092189539056;12.39;6/17/2000;8/6/2000
51;51;21.305970149253731343283582094;12.57;6/17/2000;8/7/2000
52;52;19.839120490695498492566794889;12.57;6/17/2000;8/8/2000
53;53;18.386695139432810675809478768;12.57;6/15/2000;8/7/2000
54;54;19.374999999999999999999999997;12.79;5/18/2000;7/11/2000
55;55;22.548805116122517670817906424;13.21;5/17/2000;7/11/2000
56;56;23.616475162741928437240595919;13.44;6/11/2000;8/6/2000
57;57;29.861111111111111111111111111;13.91;6/10/2000;8/6/2000
58;58;30.904966549182364471274627992;14.09;6/10/2000;8/7/2000
59;59;27.820054329433931201009759176;14.09;6/10/2000;8/8/2000
60;60;24.892857142857142857142857148;14.09;6/8/2000;8/7/2000
water year = 2000-2001
1;1;0;1.5;9/18/2001;9/19/2001
2;2;0;1.79;5/14/2001;5/16/2001
3;3;0;1.93;10/3/2000;10/6/2000
4;4;0;2.38;12/10/2000;12/14/2000
5;5;0;2.38;12/9/2000;12/14/2000
6;6;0;2.8;12/10/2000;12/16/2000
7;7;1.5641025641025641025641025641;3.53;12/10/2000;12/17/2000
8;8;1.2396698517853689498033887547;3.56;12/10/2000;12/18/2000
9;9;1.3919998271997235195576312922;3.78;12/10/2000;12/19/2000
10;10;1.0465116279069767441860465116;3.79;12/10/2000;12/20/2000
11;11;1.3075170842824601366742596811;4.04;12/10/2000;12/21/2000
12;12;1;4.04;12/9/2000;12/21/2000
13;13;0;4.16;12/6/2000;12/19/2000
14;14;0;4.22;12/7/2000;12/21/2000
15;15;0;4.42;12/6/2000;12/21/2000
16;16;0;4.42;12/6/2000;12/22/2000
17;17;0;4.47;12/6/2000;12/23/2000
18;18;0;4.53;12/6/2000;12/24/2000
19;19;1.0489236790606653620352250489;5.01;5/14/2001;6/2/2001
20;20;0;5.03;5/14/2001;6/3/2001
21;21;0;5.03;5/14/2001;6/4/2001
22;22;0;5.050001;5/14/2001;6/5/2001
23;23;0;5.32;5/14/2001;6/6/2001
24;24;0;5.32;5/13/2001;6/6/2001
25;25;0;5.320001;5/13/2001;6/7/2001
26;26;0;5.74;5/7/2001;6/2/2001
27;27;0;5.76;5/7/2001;6/3/2001
28;28;0;5.76;5/6/2001;6/3/2001
29;29;0;5.780001;5/7/2001;6/5/2001
30;30;0;6.05;5/7/2001;6/6/2001
31;31;0;6.05;5/7/2001;6/7/2001
32;32;0;6.05;5/6/2001;6/7/2001
33;33;0;6.409999;5/14/2001;6/16/2001
34;34;0;6.41;5/14/2001;6/17/2001
35;35;0;6.680001;5/14/2001;6/18/2001
36;36;0;6.68;5/14/2001;6/19/2001
37;37;1.2415463768115942028985507246;7.18;5/15/2001;6/21/2001
38;38;1.84762;7.710001;5/14/2001;6/21/2001
39;39;2.3697209507042253521126760563;8.070001;5/14/2001;6/22/2001
40;40;2.121742502832606232516319551;8.090001;5/14/2001;6/23/2001
41;41;1.9086753424657534246575342466;8.09;5/14/2001;6/24/2001
42;42;1.7567581081081081081081081081;8.090001;5/14/2001;6/25/2001
43;43;1.688890251853669138225517634;8.150001;5/10/2001;6/22/2001
44;44;1.5701770660224552927043325057;8.170001;5/10/2001;6/23/2001
45;45;1.7792207792207792207792207792;8.44;5/7/2001;6/21/2001
46;46;2.2207849025974025974025974026;8.800002;5/7/2001;6/22/2001
47;47;2.0273327095411268774055388889;8.82;5/7/2001;6/23/2001
48;48;1.8897255639097744360902255639;8.820001;5/7/2001;6/24/2001
49;49;1.7679619190594215769700978407;8.820001;5/6/2001;6/24/2001
50;50;1.6612254443977777968253890509;8.830001;5/4/2001;6/23/2001
51;51;1.5447966101694915254237288136;8.830002;5/4/2001;6/24/2001
52;52;1.4309670514633086445764742923;8.830001;5/3/2001;6/24/2001
53;53;1.3196545861806058711825237845;8.830001;5/1/2001;6/23/2001
54;54;1.2107728337236533957845433255;8.83;5/2/2001;6/25/2001
55;55;1.1042483027985725091013548654;8.830001;5/3/2001;6/27/2001
56;56;1.0000022918249458269878430146;8.830002;5/2/2001;6/27/2001
57;57;0;8.870002;5/7/2001;7/3/2001
58;58;0;8.870001;5/6/2001;7/3/2001
59;59;0;8.87;5/6/2001;7/4/2001
60;60;0;8.960002;4/23/2001;6/22/2001
water year = 2001-2002
1;1;1.52;2.23;10/15/2001;10/16/2001
2;2;1.3125;2.47;1/29/2002;1/31/2002
3;3;1.8235294117647058823529411765;2.87;10/13/2001;10/16/2001
4;4;1.4285714285714285714285714286;2.94;10/13/2001;10/17/2001
5;5;4.6290306451612903225806451609;3.87;10/11/2001;10/16/2001
6;6;6.2790669280626234014497708134;4.3;10/10/2001;10/16/2001
7;7;5.0847457627118644067796610169;4.37;10/10/2001;10/17/2001
8;8;4.2205867647058823529411764703;4.37;10/10/2001;10/18/2001
9;9;3.5285706734704664707621846252;4.39;10/10/2001;10/19/2001
10;10;2.7916666666666666666666666667;4.39;10/10/2001;10/20/2001
11;11;3.1265306122448979591836734694;4.62;10/5/2001;10/16/2001
12;12;15.288477564102564102564102564;6.210001;10/4/2001;10/16/2001
13;13;13.635421496311907270811380398;6.280001;10/4/2001;10/17/2001
14;14;11.091476091476091476091476092;6.29;10/3/2001;10/17/2001
15;15;9.333340740740740740740740741;6.300001;10/4/2001;10/19/2001
16;16;8.177849854227405247813411079;6.310001;10/3/2001;10/19/2001
17;17;6.9870875179340028694404591105;6.31;10/2/2001;10/19/2001
18;18;6.1158192090395480225988700565;6.35;10/4/2001;10/22/2001
19;19;6.6620375521557719054242002782;6.590001;10/4/2001;10/23/2001
20;20;6.7808219178082191780821917808;6.77;10/4/2001;10/24/2001
21;21;9.446693657219973009446693657;7.31;10/4/2001;10/25/2001
22;22;9.640950797872340425531914894;7.489999;10/4/2001;10/26/2001
23;23;8.715596330275229357798165138;7.5;10/3/2001;10/26/2001
24;24;7.751937984496124031007751938;7.5;10/2/2001;10/26/2001
25;25;6.815286624203821656050955414;7.5;10/2/2001;10/27/2001
26;26;5.9045226130653266331658291457;7.5;9/30/2001;10/26/2001
27;27;5.7620817843866171003717472119;7.62;10/4/2001;10/31/2001
28;28;4.9755600814663951120162932793;7.63;10/3/2001;10/31/2001
29;29;6.2726176115802171290711700844;7.99;10/4/2001;11/2/2001
30;30;5.4761904761904761904761904762;8;10/3/2001;11/2/2001
31;31;4.8613263072985280287812218931;8;10/3/2001;11/3/2001
32;32;4.4951849710982658959537572254;8;10/1/2001;11/2/2001
33;33;4.138783269961977186311787072;8;9/30/2001;11/2/2001
34;34;3.7917440978010339577542610183;8;10/1/2001;11/4/2001
35;35;3.5648166666666666666666666667;8.04;10/4/2001;11/8/2001
36;36;3.2614259597806215722120658134;8.05;10/3/2001;11/8/2001
37;37;2.9386282142344636873071414195;8.05;10/3/2001;11/9/2001
38;38;2.6238855827857244079540177843;8.05;10/2/2001;11/9/2001
39;39;2.316901408450704225352112676;8.05;9/30/2001;11/8/2001
40;40;2.017392158789427139628574236;8.05;10/2/2001;11/11/2001
41;41;1.8675794520547945205479452055;8.06;10/4/2001;11/14/2001
42;42;1.8243243243243243243243243243;8.14;10/4/2001;11/15/2001
43;43;1.688888918518558024744032992;8.15;10/3/2001;11/15/2001
44;44;1.543859926131481751949673618;8.15;10/2/2001;11/15/2001
45;45;1.4025987012987012987012987013;8.150001;10/3/2001;11/17/2001
46;46;1.37211307618181188272535617;8.22;10/4/2001;11/19/2001
47;47;1.2662724144314576766337080589;8.23;10/3/2001;11/19/2001
48;48;1.1503759398496240601503759398;8.23;10/3/2001;11/20/2001
49;49;1.0371593877619272344868845941;8.23;10/2/2001;11/20/2001
50;50;0;8.23;10/1/2001;11/20/2001
51;51;0;8.250001;10/4/2001;11/24/2001
52;52;0;8.420001;10/4/2001;11/25/2001
53;53;0;8.429999;10/3/2001;11/25/2001
54;54;0;8.530001;10/4/2001;11/27/2001
55;55;0;8.54;10/4/2001;11/28/2001
56;56;1.1948051203952939666562388632;9;10/4/2001;11/29/2001
57;57;1.9637188208616780045351473923;9.77;10/4/2001;11/30/2001
58;58;1.8750941004224001077036131196;9.790001;10/4/2001;12/1/2001
59;59;1.7772005538093266020555785631;9.800001;10/3/2001;12/1/2001
60;60;1.6703296703296703296703296703;9.8;10/3/2001;12/2/2001
water year = 2002-2003
1;1;0;1.54;9/21/2003;9/22/2003
2;2;0;1.58;4/3/2003;4/5/2003
3;3;0;1.59;9/21/2003;9/24/2003
4;4;0;2.4;9/21/2003;9/25/2003
5;5;0;2.4;9/21/2003;9/26/2003
6;6;0;2.86;9/21/2003;9/27/2003
7;7;0;2.89;9/21/2003;9/28/2003
8;8;0;2.92;9/21/2003;9/29/2003
9;9;0;2.98;9/18/2003;9/27/2003
10;10;0;3.05;3/28/2003;4/7/2003
11;11;0;3.08;3/28/2003;4/8/2003
12;12;0;3.11;3/27/2003;4/8/2003
13;13;0;3.29;9/14/2003;9/27/2003
14;14;0;3.32;9/14/2003;9/28/2003
15;15;0;3.37;4/30/2003;5/15/2003
16;16;0;3.57;4/29/2003;5/15/2003
17;17;0;3.57;4/28/2003;5/15/2003
18;18;0;3.78;3/20/2003;4/7/2003
19;19;0;3.85;3/19/2003;4/7/2003
20;20;0;3.88;3/19/2003;4/8/2003
21;21;0;3.89;3/18/2003;4/8/2003
22;22;0;3.89;3/17/2003;4/8/2003
23;23;0;3.89;3/17/2003;4/9/2003
24;24;0;3.89;3/17/2003;4/10/2003
25;25;0;3.91;4/17/2003;5/12/2003
26;26;0;4.16;3/12/2003;4/7/2003
27;27;0;4.21;8/31/2003;9/27/2003
28;28;0;4.24;4/17/2003;5/15/2003
29;29;0;4.36;4/16/2003;5/15/2003
30;30;0;4.36;4/15/2003;5/15/2003
31;31;0;4.690001;4/30/2003;5/31/2003
32;32;0;4.890001;4/29/2003;5/31/2003
33;33;0;5.04;4/3/2003;5/6/2003
34;34;0;5.25;4/3/2003;5/7/2003
35;35;0;5.39;8/21/2003;9/25/2003
36;36;0;5.740001;4/3/2003;5/9/2003
37;37;0;5.85;8/21/2003;9/27/2003
38;38;0;5.88;8/21/2003;9/28/2003
39;39;0;6.12;4/3/2003;5/12/2003
40;40;0;6.24;3/28/2003;5/7/2003
41;41;0;6.27;3/27/2003;5/7/2003
42;42;0;6.73;3/28/2003;5/9/2003
43;43;0;6.82;3/28/2003;5/10/2003
44;44;0;6.85;3/27/2003;5/10/2003
45;45;0;7.11;3/28/2003;5/12/2003
46;46;0;7.14;3/27/2003;5/12/2003
47;47;0;7.15;3/27/2003;5/13/2003
48;48;0;7.44;3/28/2003;5/15/2003
49;49;0;7.47;3/27/2003;5/15/2003
50;50;0;7.47;3/26/2003;5/15/2003
51;51;0;7.550001;3/20/2003;5/10/2003
52;52;0;7.62;3/19/2003;5/10/2003
53;53;0;7.84;3/20/2003;5/12/2003
54;54;0;7.910001;3/19/2003;5/12/2003
55;55;0;7.920001;3/19/2003;5/13/2003
56;56;0;8.17;3/20/2003;5/15/2003
57;57;0;8.240001;3/19/2003;5/15/2003
58;58;0;8.25;3/18/2003;5/15/2003
59;59;0;8.25;3/18/2003;5/16/2003
60;60;0;8.250002;3/17/2003;5/16/2003
water year = 2003-2004
1;1;1.36;2.19;5/20/2004;5/21/2004
2;2;3.0526315789473684210526315789;2.89;5/20/2004;5/22/2004
3;3;2.8644067796610169491525423727;3.1;5/20/2004;5/23/2004
4;4;2.95;3.33;5/20/2004;5/24/2004
5;5;2.3548370967741935483870967741;3.4;5/20/2004;5/25/2004
6;6;1.6991153966644188750776550047;3.4;5/20/2004;5/26/2004
7;7;1.3076923076923076923076923077;3.43;5/20/2004;5/27/2004
8;8;1.1404964619893190259189654232;3.52;5/16/2004;5/24/2004
9;9;1.2959996735994777591644146631;3.74;5/13/2004;5/22/2004
10;10;1.4186046511627906976744186047;3.95;5/13/2004;5/23/2004
11;11;1.6264236902050113895216400911;4.18;5/13/2004;5/24/2004
12;12;1.7142857142857142857142857143;4.36;5/9/2004;5/21/2004
13;13;3.6784313725490196078431372549;5.06;5/9/2004;5/22/2004
14;14;3.9;5.27;5/9/2004;5/23/2004
15;15;4.1886792452830188679245283019;5.5;5/9/2004;5/24/2004
16;16;3.8740740740740740740740740741;5.57;5/9/2004;5/25/2004
17;17;4.0072727272727272727272727273;5.76;5/6/2004;5/23/2004
18;18;4.2785714285714285714285714286;5.99;5/6/2004;5/24/2004
19;19;3.9789473684210526315789473684;6.06;5/6/2004;5/25/2004
20;20;3.4482758620689655172413793103;6.06;5/5/2004;5/25/2004
21;21;3.87669683257918552036199095;6.32;5/1/2004;5/22/2004
22;22;4.5924309576837416481069042319;6.670001;4/30/2004;5/22/2004
23;23;4.8256611842105263157894736842;6.880001;4/30/2004;5/23/2004
24;24;5.2325581395348837209302325581;7.11;4/30/2004;5/24/2004
25;25;4.8883010638297872340425531918;7.180001;4/30/2004;5/25/2004
26;26;4.4465440251572327044025157233;7.180001;4/30/2004;5/26/2004
27;27;4.1105371900826446280991735535;7.21;4/30/2004;5/27/2004
28;28;3.7230142566191446028513238291;7.22;5/20/2004;6/17/2004
29;29;3.316265060240963855421686747;7.22;5/19/2004;6/17/2004
30;30;3.5148514851485148514851485147;7.42;5/1/2004;5/31/2004
31;31;4.1875017700178027169895341897;7.770001;4/30/2004;5/31/2004
32;32;4.1772658959537572254335260116;7.89;4/30/2004;6/1/2004
33;33;4.8802281368821292775665399237;8.26;5/9/2004;6/11/2004
34;34;4.6078812308806464534273420004;8.290001;5/8/2004;6/11/2004
35;35;4.7870388888888888888888888889;8.48;5/7/2004;6/11/2004
36;36;5.3699551569506726457399103139;8.75;5/6/2004;6/11/2004
37;37;4.9151634339680198844585880335;8.780001;5/6/2004;6/12/2004
38;38;4.8164035796823348327404926383;8.870001;5/7/2004;6/14/2004
39;39;6.7647004357298474945533769063;9.389999;5/9/2004;6/17/2004
40;40;6.2230134697938631610526338508;9.419999;5/8/2004;6/17/2004
41;41;6.5466934806176189468147207308;9.610001;5/7/2004;6/17/2004
42;42;7.2881302966101694915254237288;9.879999;5/6/2004;6/17/2004
43;43;6.7039864968414953404446049297;9.9;4/30/2004;6/12/2004
44;44;6.0783661037683052924373838853;9.91;5/1/2004;6/14/2004
45;45;7.2164948453608247422680412371;10.26;4/30/2004;6/14/2004
46;46;6.6170457417107040535370132249;10.26;4/30/2004;6/15/2004
47;47;7.984680111126656406771530790;10.65;5/1/2004;6/17/2004
48;48;9.114173228346456692913385827;11;4/30/2004;6/17/2004
49;49;8.513244904687106094983225706;11;4/30/2004;6/18/2004
50;50;7.977710049108593048363365372;11.01;4/30/2004;6/19/2004
51;51;7.4105461393596986817325800377;11.01;4/29/2004;6/19/2004
52;52;6.9059442701468431507230772087;11.02;4/30/2004;6/21/2004
53;53;6.8273296359343254077206084235;11.12;4/30/2004;6/22/2004
54;54;6.2996389891696750902527075812;11.12;4/30/2004;6/23/2004
55;55;5.7863603183363896950166467855;11.12;4/30/2004;6/24/2004
56;56;5.3307835525969121599072594102;11.13;4/30/2004;6/25/2004
57;57;4.9208211143695014662756598238;11.13;4/30/2004;6/26/2004
58;58;4.9404140709711365440015814002;11.25;4/20/2004;6/17/2004
59;59;4.700280979827089337175792507;11.25;4/20/2004;6/18/2004
60;60;4.4857142857142857142857142855;11.26;4/20/2004;6/19/2004
water year = 2004-2005
1;1;2.4468085106382978723404255318;2.42;7/15/2005;7/16/2005
2;2;1.15625;2.42;7/15/2005;7/17/2005
3;3;0;2.47;7/15/2005;7/18/2005
4;4;0;2.61;7/15/2005;7/19/2005
5;5;0;2.61;7/14/2005;7/19/2005
6;6;3.5312491699231719950437577439;3.84;7/15/2005;7/21/2005
7;7;2.7727272727272727272727272727;3.87;7/15/2005;7/22/2005
8;8;2.0147044117647058823529411765;3.87;7/14/2005;7/22/2005
9;9;3.3571423469395043721366112332;4.35;7/15/2005;7/24/2005
10;10;2.625;4.35;7/14/2005;7/24/2005
11;11;4.5142857142857142857142857143;4.96;7/15/2005;7/26/2005
12;12;7.0404984423676012461059190031;5.5;7/15/2005;7/27/2005
13;13;5.7886676875957120980091883614;5.5;7/15/2005;7/28/2005
14;14;4.7846153846153846153846153846;5.5;7/15/2005;7/29/2005
15;15;4.7169811320754716981132075472;5.64;7/12/2005;7/27/2005
16;16;4.1333333333333333333333333333;5.64;7/12/2005;7/28/2005
17;17;3.5709090909090909090909090909;5.64;7/10/2005;7/27/2005
18;18;3.0285714285714285714285714286;5.64;7/10/2005;7/28/2005
19;19;2.5052631578947368421052631579;5.64;7/7/2005;7/26/2005
20;20;3.8620689655172413793103448276;6.18;7/7/2005;7/27/2005
21;21;3.4015837104072398190045248867;6.18;7/6/2005;7/27/2005
22;22;3.1224977728285077951002227173;6.230001;6/29/2005;7/21/2005
23;23;4.2664473684210526315789473684;6.71;7/4/2005;7/27/2005
24;24;3.8207375809935205183585313173;6.710001;7/4/2005;7/28/2005
25;25;3.4840457446808510638297872342;6.740001;6/29/2005;7/24/2005
26;26;4.0377389937106918238993710692;7.050001;6/28/2005;7/24/2005
27;27;4.5444245867768595041322314047;7.350001;6/29/2005;7/26/2005
28;28;6.5403484107579462102689486553;7.890001;6/29/2005;7/27/2005
29;29;7.539203860072376357056694813;8.2;6/28/2005;7/27/2005
30;30;6.666672619047619047619047619;8.200001;6/27/2005;7/27/2005
31;31;5.8994527882582782861573339806;8.200001;6/26/2005;7/27/2005
32;32;5.1477485463675226136807665615;8.2;6/27/2005;7/29/2005
33;33;4.709128326996197718631178707;8.200001;6/26/2005;7/29/2005
34;34;4.3545981664182303768945807741;8.200001;6/23/2005;7/27/2005
35;35;4.0092638888888888888888888889;8.200001;6/22/2005;7/27/2005
36;36;4.7970776965265082266910420473;8.610001;6/21/2005;7/27/2005
37;37;4.5631727769198764261043085699;8.649999;6/20/2005;7/27/2005
38;38;4.2281677612903398309624161873;8.650001;6/20/2005;7/28/2005
39;39;3.9014110915492957746478873238;8.650001;6/20/2005;7/29/2005
40;40;3.582608189036357359689252444;8.65;6/18/2005;7/28/2005
41;41;3.2714778964586739335686714506;8.65;6/16/2005;7/27/2005
42;42;3.2224134125636672325976230899;8.750001;6/15/2005;7/27/2005
43;43;3.0989957223190249001468958498;8.820001;6/11/2005;7/24/2005
44;44;3.2520746268656716417910447761;9;6/10/2005;7/24/2005
45;45;4.1147565573770491803278688523;9.470001;6/12/2005;7/27/2005
