Duration,RF_of_PD,PeakDurationRainfall,WaterYear
6,6.976742969,4.38,1981
7,5.254237288,4.39,1981
8,4.308822059,4.39,1981
9,3.571432041,4.400001,1981
10,2.833333333,4.4,1981
11,3.085714286,4.61,1981
12,2.568,4.63,1981
13,2.619607843,4.79,1981
14,4.169230769,5.34,1981
15,4.301886792,5.53,1981
16,3.762962963,5.54,1981
17,3.207272727,5.54,1981
18,4.885714286,6.16,1981
19,4.821052632,6.3,1981
20,4.310344828,6.31,1981
21,3.842760181,6.31,1981
22,3.389755011,6.31,1981
23,3.542763158,6.49,1981
24,3.107991361,6.49,1981
25,2.686173404,6.490001,1981
26,4.257861635,7.12,1981
27,4.265495868,7.26,1981
28,3.845213849,7.26,1981
29,4.972891566,7.77,1981
30,6.428577381,8.160001,1981
31,8.904162533,8.71,1981
32,8.122087632,8.710001,1981
33,7.413394919,8.72,1981
34,6.661588538,8.720001,1981
35,5.924530331,8.72,1981
36,5.706278027,8.81,1981
37,4.99638809,8.81,1981
38,5.502207657,9.030001,1981
39,5.947717865,9.240001,1981
40,8.597126689,9.860001,1981
41,7.883114481,9.860001,1981
42,7.182208686,9.860001,1981
43,9.800559692,10.49,1981
44,9.823162397,10.63,1981
45,9.12371134,10.63,1981
46,8.494575967,10.63,1981
47,7.884746068,10.63,1981
48,7.293307087,10.63,1981
49,7.204268234,10.73,1981
50,6.640121912,10.73,1981
51,6.186440678,10.75,1981
52,5.652857965,10.75,1981
53,5.134213754,10.75,1981
54,4.995481928,10.83,1981
55,5.118708494,10.97,1981
56,4.812123198,10.97,1981
57,4.568914956,10.97,1981
58,4.438959125,11.02,1981
59,4.203162824,11.02,1981
60,3.992857143,11.03,1981
1,0,1.98,1982
2,0,2.22,1982
3,2.355932203,3,1982
4,1.942857143,3.12,1982
5,2.499998387,3.43,1982
6,2.171876294,3.55,1982
7,1.641025641,3.56,1982
8,1.239669852,3.56,1982
9,1.079999328,3.65,1982
10,0,3.65,1982
11,1.398633257,4.08,1982
12,1.089285714,4.08,1982
13,1.010940919,4.18,1982
14,0,4.21,1982
15,0,4.26,1982
16,0,4.29,1982
17,0,4.31,1982
18,0,4.31,1982
19,2.119298246,5.53,1982
20,3.137931034,5.97,1982
21,3.096153846,6.09,1982
22,2.688195991,6.1,1982
23,2.490134868,6.170001,1982
24,3.140388769,6.5,1982
25,3.10106383,6.62,1982
26,3.18868239,6.780001,1982
27,3.769628099,7.1,1982
28,3.723014257,7.22,1982
29,3.346385542,7.23,1982
30,2.98020099,7.240001,1982
31,4.099611231,7.740001,1982
32,4.090560694,7.86,1982
33,3.768063688,7.870001,1982
34,3.425890782,7.87,1982
35,3.14815,7.89,1982
36,3.782452468,8.240001,1982
37,4.37364497,8.58,1982
38,4.361855046,8.7,1982
39,4.059856514,8.709999,1982
40,3.739127183,8.709999,1982
41,3.477663641,8.73,1982
42,3.578944822,8.889999,1982
43,4.659397098,9.440001,1982
44,4.645109453,9.56,1982
45,4.606559836,9.670001,1982
46,4.631494318,9.79,1982
47,4.438900518,9.82,1982
48,4.202231688,9.830001,1982
49,4.561521045,10.09,1982
50,4.304681317,10.09,1982
51,4.586687307,10.32,1982
52,4.403380529,10.35,1982
53,4.155009525,10.35,1982
54,3.911144578,10.35,1982
55,3.67164628,10.35,1982
56,3.436386606,10.35,1982
57,3.205278592,10.35,1982
58,3.479654011,10.58,1982
59,3.511520173,10.7,1982
60,3.307142857,10.71,1982
1,0,1.86,1983
2,0,1.92,1983
3,0,1.92,1983
4,0,2.34,1983
5,0,2.35,1983
6,0,2.71,1983
7,0,3.07,1983
8,0,3.1,1983
9,0,3.12,1983
10,0,3.45,1983
11,0,3.48,1983
12,0,3.49,1983
13,0,3.52,1983
14,0,3.54,1983
15,0,3.59,1983
16,0,3.62,1983
17,0,3.68,1983
18,0,3.86,1983
19,0,3.89,1983
20,0,4.27,1983
21,0,4.39,1983
22,0,4.68,1983
23,0,4.710001,1983
24,0,4.92,1983
25,0,4.92,1983
26,0,5.17,1983
27,0,5.45,1983
28,0,5.74,1983
29,0,5.74,1983
30,0,5.83,1983
31,0,5.860001,1983
32,0,6.23,1983
33,0,6.25,1983
34,0,6.320001,1983
35,0,6.35,1983
36,0,6.39,1983
37,0,6.410001,1983
38,0,6.590001,1983
39,0,6.59,1983
40,0,6.61,1983
41,0,6.81,1983
42,0,7.080001,1983
43,0,7.1,1983
44,0,7.1,1983
45,0,7.12,1983
46,0,7.219999,1983
47,0,7.22,1983
48,0,7.52,1983
49,0,7.55,1983
50,0,7.57,1983
51,0,7.660001,1983
52,0,7.680001,1983
53,0,7.68,1983
54,0,7.7,1983
55,0,8.280001,1983
56,0,8.339999,1983
57,0,8.37,1983
58,0,8.490001,1983
59,0,8.550002,1983
60,0,8.550001,1983
1,0,1.8,1984
2,4.421052632,3.15,1984
3,3.423728814,3.21,1984
4,2.35,3.21,1984
5,2.790320968,3.49,1984
6,2.171876294,3.55,1984
7,1.615384615,3.55,1984
8,1.214876504,3.55,1984
9,0,3.55,1984
10,0,3.6,1984
11,1.170842825,3.98,1984
12,0,4.03,1984
13,1.2297593,4.28,1984
14,3.246153846,5.1,1984
15,2.905660377,5.16,1984
16,2.355555556,5.16,1984
17,2.043636364,5.22,1984
18,1.856573705,5.28,1984
19,1.577299413,5.28,1984
20,1.307692308,5.28,1984
21,1.1,5.29,1984
22,1.011111111,5.36,1984
23,0,5.39,1984
24,3.205183585,6.52,1984
25,2.973404255,6.58,1984
26,2.559748428,6.58,1984
27,4.606404959,7.37,1984
28,4.395112016,7.44,1984
29,4.159638554,7.5,1984
30,3.782178218,7.51,1984
31,3.425780834,7.51,1984
32,3.07900289,7.510001,1984
33,2.741444867,7.51,1984
34,2.553471338,7.56,1984
35,2.425927778,7.63,1984
36,2.301645338,7.7,1984
37,2.072205711,7.730001,1984
38,1.890475714,7.74,1984
39,1.732395775,7.740001,1984
40,1.648148611,7.79,1984
41,1.68949726,7.93,1984
42,1.797297297,8.12,1984
43,1.928889239,8.33,1984
44,1.780702343,8.33,1984
45,2.024592623,8.620001,1984
46,3.146104708,9.18,1984
47,3.064304456,9.249999,1984
48,2.840764331,9.26,1984
49,2.929027435,9.400001,1984
50,2.687497607,9.4,1984
51,2.450464396,9.4,1984
52,2.493869234,9.520001,1984
53,2.650455964,9.690001,1984
54,3.278614458,10.07,1984
55,3.044779205,10.07,1984
56,3.236682907,10.26,1984
57,3.007331378,10.26,1984
58,4.155528068,10.89,1984
59,4.073479827,10.96,1984
60,3.864285714,10.97,1984
1,1.16,2.14,1985
2,1.0625,2.39,1985
3,1.558823529,2.78,1985
4,9.351851852,4.21,1985
5,7.544905662,4.23,1985
6,10.97562076,4.78,1985
7,8.559322034,4.78,1985
8,13.70655935,5.36,1985
9,17.04887517,5.76,1985
10,13.62637363,5.76,1985
11,10.81256771,5.76,1985
12,9.065420561,5.76,1985
13,8.162327718,5.81,1985
14,6.912650602,5.81,1985
15,5.777777778,5.82,1985
16,4.8,5.82,1985
17,4.370909091,5.86,1985
18,3.814285714,5.86,1985
19,5.618922114,6.440001,1985
20,7.260280822,6.840001,1985
21,6.275303644,6.84,1985
22,5.319155585,6.840001,1985
23,4.694082237,6.840001,1985
24,4.241900648,6.84,1985
25,3.803191489,6.84,1985
26,3.377361635,6.840001,1985
27,3.55268595,7.03,1985
28,3.142566191,7.03,1985
29,2.743978916,7.030001,1985
30,2.356435644,7.03,1985
31,2.019532207,7.03,1985
32,1.833334375,7.03,1985
33,1.661538462,7.03,1985
34,1.510101515,7.04,1985
35,1.990050731,7.47,1985
36,2.767824497,7.87,1985
37,2.451266741,7.870001,1985
38,2.142601731,7.87,1985
39,2.237676056,8.02,1985
40,1.967593056,8.02,1985
41,1.812784932,8.02,1985
42,1.662162162,8.02,1985
43,1.515555354,8.02,1985
44,1.399122894,8.04,1985
45,1.480520779,8.210001,1985
46,1.500429213,8.320001,1985
47,1.393068802,8.33,1985
48,1.601503759,8.59,1985
49,1.594551443,8.680001,1985
50,1.612244648,8.79,1985
51,1.653753027,8.92,1985
52,1.670392526,9.030001,1985
53,1.662984747,9.120001,1985
54,1.67915808,9.230001,1985
55,1.671817248,9.320002,1985
56,1.572957382,9.330001,1985
57,1.47619161,9.340001,1985
58,1.493644926,9.450002,1985
59,1.488527997,9.540002,1985
60,1.483518681,9.630002,1985
1,5.568181818,2.87,1986
2,4,3.07,1986
3,2.711864407,3.07,1986
4,2.15,3.17,1986
5,5.748499552,4.03,1986
6,20.48780428,5.3,1986
7,26.44927536,5.83,1986
8,25.71428571,6.03,1986
9,22.2932341,6.07,1986
10,19.72527473,6.13,1986
11,17.47562297,6.17,1986
12,22.17947115,6.639999,1986
13,19.95783456,6.679999,1986
14,17.17254158,6.679999,1986
15,14.61538462,6.69,1986
16,11.97368421,6.69,1986
17,10.44956543,6.760001,1986
18,9.011292373,6.759999,1986
19,7.84422114,6.759999,1986
20,9.999993151,7.239999,1986
21,9.24425776,7.279999,1986
22,8.244680851,7.28,1986
23,7.339449541,7.29,1986
24,6.395342377,7.289999,1986
25,6.369420382,7.429999,1986
26,6.721099246,7.629999,1986
27,5.885997522,7.64,1986
28,7.762836186,8.09,1986
29,7.117008444,8.13,1986
30,6.904755952,8.239999,1986
31,6.194026861,8.25,1986
32,6.372474004,8.41,1986
33,7.297915704,8.699999,1986
34,6.775917893,8.740001,1986
35,6.094335671,8.749999,1986
36,5.930493274,8.85,1986
37,5.21465782,8.850001,1986
38,4.762924922,8.85,1986
39,4.455985915,8.86,1986
40,4.521735198,9.009999,1986
41,4.946737068,9.3,1986
42,4.724955008,9.339999,1986
43,4.432882187,9.349999,1986
44,4.3714801,9.450001,1986
45,4.065571311,9.449999,1986
46,4.38799026,9.690001,1986
47,4.149514793,9.700001,1986
48,4.273887739,9.860001,1986
49,4.703477216,10.15,1986
50,4.539055768,10.19,1986
51,4.308049536,10.2,1986
52,4.28834959,10.3,1986
53,4.041028022,10.3,1986
54,3.798192771,10.3,1986
55,3.559705731,10.3,1986
56,3.458575906,10.36,1986
57,3.315249267,10.4,1986
58,3.174420565,10.44,1986
59,3.100857349,10.51,1986
60,2.942857143,10.54,1986
1,3.468085106,2.58,1987
2,1.78125,2.62,1987
3,1.382352941,2.72,1987
4,1.342857143,2.91,1987
5,1.431192787,3.12,1987
6,4.234373071,3.99,1987
7,6.525423729,4.54,1987
8,5.277775,4.58,1987
9,4.857140204,4.7,1987
10,7.338709677,5.21,1987
11,6.354992076,5.25,1987
12,5.950155763,5.36,1987
13,5.02297856,5.400001,1987
14,4.4,5.4,1987
15,4.981132075,5.71,1987
16,4.540740741,5.75,1987
17,3.970909091,5.75,1987
18,3.885714286,5.88,1987
19,3.347368421,5.88,1987
20,2.827586207,5.88,1987
21,7.152496626,6.97,1987
22,6.449468085,7.01,1987
23,5.504587156,7.01,1987
24,4.857451404,7.03,1987
25,4.537234043,7.07,1987
26,8.165829146,7.86,1987
27,7.496902107,7.9,1987
28,7.457212714,8.04,1987
29,7.840772014,8.25,1987
30,15.13159211,9.150001,1987
31,13.83254973,9.19,1987
32,12.04075245,9.19,1987
33,36.68478261,10.77,1987
34,38.30935834,10.98,1987
35,35.35715816,11.02,1987
36,31.38297872,11.02,1987
37,27.46471806,11.02,1987
38,39.07341557,11.61,1987
39,36.19791667,11.65,1987
40,32.32755053,11.65,1987
41,28.51033555,11.65,1987
42,24.88170347,11.65,1987
43,29.6452172,11.99,1987
44,26.92960114,12.03,1987
45,24.19230769,12.03,1987
46,22.66584268,12.03,1987
47,21.15480378,12.03,1987
48,19.65909091,12.03,1987
49,21.34424042,12.31,1987
50,31.85478018,13.05,1987
51,31.73076923,13.18,1987
52,29.45866414,13.22,1987
53,26.26574768,13.22,1987
54,24.11764706,13.22,1987
55,22.65856175,13.22,1987
56,21.21357421,13.22,1987
57,20.65217391,13.3,1987
58,20.42068712,13.41,1987
59,19.65309975,13.47,1987
60,18.67857143,13.51,1987
1,0,1.75,1988
2,2.578947368,2.8,1988
3,1.970588235,2.92,1988
4,2.7,3.28,1988
5,2.30645,3.39,1988
6,1.752212836,3.42,1988
7,1.692307692,3.58,1988
8,3.161763235,4.13,1988
9,2.928571531,4.25,1988
10,3.708333333,4.61,1988
11,3.534693878,4.72,1988
12,2.928,4.72,1988
13,2.345098039,4.72,1988
14,1.901287554,4.73,1988
15,2.301886792,5,1988
16,2.17037037,5.11,1988
17,1.963488844,5.19,1988
18,1.677292829,5.190001,1988
19,1.518590998,5.25,1988
20,1.788461538,5.53,1988
21,1.68490566,5.6,1988
22,4.792873051,6.73,1988
23,4.496710526,6.78,1988
24,4.144705184,6.809999,1988
25,3.707446809,6.81,1988
26,3.283018868,6.81,1988
27,3.583677686,7.04,1988
28,7.57945599,8.059999,1988
29,6.996381182,8.11,1988
30,6.130952381,8.11,1988
31,5.369202961,8.11,1988
32,4.813106936,8.110001,1988
33,5.854515012,8.450002,1988
34,5.575453945,8.53,1988
35,5.132084656,8.580001,1988
36,4.714810786,8.580001,1988
37,4.373647677,8.580001,1988
38,4.040999145,8.58,1988
39,4.086270246,8.720001,1988
40,4.182605059,8.879999,1988
41,4.17353795,8.999999,1988
42,3.986417657,9.05,1988
43,3.67785178,9.05,1988
44,3.376450249,9.049999,1988
45,3.131147541,9.07,1988
46,3.073055195,9.150001,1988
47,3.112538223,9.27,1988
48,2.88853742,9.280001,1988
49,2.645112725,9.28,1988
50,2.429688055,9.290001,1988
51,2.218266254,9.3,1988
52,2.033745476,9.320001,1988
53,1.92344211,9.340001,1988
54,1.983607728,9.490001,1988
55,1.868727362,9.490001,1988
56,1.779220482,9.51,1988
57,1.929704082,9.739999,1988
58,2.062498728,9.93,1988
59,2.603739193,10.28,1988
60,2.985714286,10.56,1988
1,17.6119403,3.6,1989
2,8.8,3.64,1989
3,9.519230769,3.99,1989
4,7.314814815,3.99,1989
5,5.568858941,4.01,1989
6,4.328122925,4.01,1989
7,5.847457627,4.46,1989
8,14.40154031,5.4,1989
9,11.80451624,5.45,1989
10,14.12087912,5.79,1989
11,12.11267606,5.84,1989
12,9.68847352,5.84,1989
13,10,6.05,1989
14,9.021084337,6.09,1989
15,10.76923077,6.44,1989
16,14.09919028,6.83,1989
17,12.0979021,6.87,1989
18,14.73372781,7.22,1989
19,12.19084713,7.22,1989
20,10,7.24,1989
21,8.974358974,7.24,1989
22,7.978723404,7.24,1989
23,7.011795544,7.24,1989
24,6.072351421,7.24,1989
25,5.159235669,7.24,1989
26,6.344221106,7.57,1989
27,12.7837973,8.510001,1989
28,11.39285839,8.56,1989
29,9.710494572,8.56,1989
30,8.809517857,8.559999,1989
31,8.02042264,8.56,1989
32,11.65326535,9.16,1989
33,9.953810624,9.16,1989
34,9.805640096,9.27,1989
35,16.28492645,9.94,1989
36,14.53489618,9.940001,1989
37,12.81559189,9.940001,1989
38,11.1262159,9.94,1989
39,14.32038835,10.34,1989
40,13.24865442,10.39,1989
41,16.13204171,10.77,1989
42,18.25709779,11.09,1989
43,17.17933478,11.14,1989
44,16.11945739,11.19,1989
45,14.5,11.19,1989
46,15.66325593,11.42,1989
47,18.18527571,11.77,1989
48,16.70454545,11.77,1989
49,20.10051558,12.2,1989
50,22.22497638,12.52,1989
51,20.85820896,12.53,1989
52,19.39357373,12.53,1989
53,17.94334757,12.53,1989
54,16.50735294,12.53,1989
55,15.08535407,12.53,1989
56,13.67720302,12.53,1989
57,12.2826087,12.53,1989
58,11.76679936,12.61,1989
59,10.39477084,12.61,1989
60,9.625,12.61,1989
1,0,1.78,1990
2,1.8125,2.63,1990
3,1.647058824,2.81,1990
4,1.142857143,2.84,1990
5,0,2.85,1990
6,0,2.86,1990
7,1.692307692,3.58,1990
8,1.314049894,3.59,1990
9,0,3.59,1990
10,0,3.59,1990
11,0,3.59,1990
12,0,3.66,1990
13,0,3.92,1990
14,0,3.92,1990
15,0,4.17,1990
16,0,4.18,1990
17,0,4.180001,1990
18,0,4.22,1990
19,0,4.41,1990
20,0,4.41,1990
21,0,4.68,1990
22,0,4.860001,1990
23,0,4.86,1990
24,0,5.52,1990
25,0,5.52,1990
26,0,5.52,1990
27,0,5.52,1990
28,1.206666667,6.18,1990
29,1.01147541,6.18,1990
30,0,6.18,1990
31,0,6.179999,1990
32,0,6.18,1990
33,0,6.55,1990
34,0,6.58,1990
35,0,6.58,1990
36,0,6.58,1990
37,0,6.64,1990
38,0,6.89,1990
39,0,6.89,1990
40,0,6.89,1990
41,0,6.89,1990
42,0,7.01,1990
43,0,7.26,1990
44,0,7.29,1990
45,0,7.33,1990
46,0,7.4,1990
47,0,7.4,1990
48,0,7.400001,1990
49,0,7.6,1990
50,0,7.7,1990
51,0,7.77,1990
52,0,7.8,1990
53,0,7.800001,1990
54,0,7.8,1990
55,0,7.8,1990
56,0,7.8,1990
57,0,7.8,1990
58,0,7.800001,1990
59,0,8.140001,1990
60,0,8.24,1990
1,0,1.63,1991
2,0,2.15,1991
3,0,2.15,1991
4,0,2.15,1991
5,0,2.2,1991
6,0,2.49,1991
7,0,2.49,1991
8,0,2.87,1991
9,0,2.87,1991
10,0,2.97,1991
11,0,3.16,1991
12,0,3.24,1991
13,0,3.29,1991
14,0,3.57,1991
15,0,4.37,1991
16,0,4.37,1991
17,0,4.37,1991
18,0,4.4,1991
19,0,4.4,1991
20,0,4.78,1991
21,0,5.210001,1991
22,0,5.21,1991
23,2.292763158,6.11,1991
24,1.932142857,6.11,1991
25,1.710526316,6.11,1991
26,2.025157233,6.41,1991
27,2.189049587,6.59,1991
28,1.890001667,6.590001,1991
29,1.683606557,6.59,1991
30,1.532258065,6.62,1991
31,1.359788889,6.62,1991
32,1.552085938,6.850001,1991
33,1.384615385,6.85,1991
34,1.222221212,6.849999,1991
35,1.109452402,6.88,1991
36,0,6.88,1991
37,0,6.880001,1991
38,0,6.880001,1991
39,0,6.88,1991
40,0,6.89,1991
41,0,6.89,1991
42,0,7.2,1991
43,0,7.2,1991
44,0,7.200001,1991
45,0,7.5,1991
46,0,7.68,1991
47,0,7.68,1991
48,0,7.91,1991
49,0,7.91,1991
50,0,8.24,1991
51,1.338983051,8.66,1991
52,1.275338099,8.699999,1991
53,1.165746779,8.7,1991
54,1.362996487,8.959999,1991
55,1.463320642,9.14,1991
56,1.401069366,9.18,1991
57,1.29478458,9.18,1991
58,1.291698407,9.27,1991
59,1.677272833,9.709999,1991
60,1.714285714,9.84,1991
1,0,1.44,1992
2,0,1.86,1992
3,0,2.05,1992
4,0,2.06,1992
5,0,2.23,1992
6,0,2.8,1992
7,0,3.22,1992
8,1.190083157,3.54,1992
9,0,3.54,1992
10,0,3.54,1992
11,0,3.58,1992
12,0,3.79,1992
13,0,4.11,1992
14,0,4.11,1992
15,0,4.23,1992
16,0,4.55,1992
17,0,4.55,1992
18,0,4.58,1992
19,0,4.58,1992
20,0,4.59,1992
21,0,4.590001,1992
22,0,4.59,1992
23,0,4.97,1992
24,0,5.29,1992
25,0,5.49,1992
26,0,5.490001,1992
27,0,5.680001,1992
28,0,5.710001,1992
29,0,5.710001,1992
30,0,5.860001,1992
31,0,5.950001,1992
32,0,5.98,1992
33,0,6.03,1992
34,0,6.06,1992
35,0,6.19,1992
36,0,6.3,1992
37,0,6.34,1992
38,0,6.37,1992
39,0,6.370001,1992
40,0,6.38,1992
41,0,6.390001,1992
42,0,6.4,1992
43,0,6.42,1992
44,0,6.480001,1992
45,0,6.78,1992
46,0,7.160001,1992
47,0,7.190001,1992
48,0,7.32,1992
49,0,7.350001,1992
50,0,7.380001,1992
51,0,7.380001,1992
52,0,7.390002,1992
53,0,7.390001,1992
54,0,7.390001,1992
55,0,7.420002,1992
56,0,7.630001,1992
57,0,7.720001,1992
58,0,7.750002,1992
59,0,7.75,1992
60,0,7.89,1992
1,0,1.27,1993
2,0,2.12,1993
3,0,2.32,1993
4,0,2.32,1993
5,0,2.32,1993
6,0,2.79,1993
7,0,2.99,1993
8,0,2.99,1993
9,0,2.99,1993
10,0,3.2,1993
11,0,3.2,1993
12,0,3.65,1993
13,1.164113786,4.25,1993
14,1.300429185,4.45,1993
15,1.178947368,4.53,1993
16,0,4.53,1993
17,0,4.66,1993
18,0,4.74,1993
19,0,4.74,1993
20,0,4.74,1993
21,0,4.85,1993
22,0,4.85,1993
23,1.561818182,5.78,1993
24,1.485714286,5.86,1993
25,1.271929825,5.86,1993
26,1.082758621,5.87,1993
27,0,5.92,1993
28,0,6,1993
29,0,6.01,1993
30,0,6.18,1993
31,0,6.18,1993
32,0,6.190001,1993
33,0,6.23,1993
34,0,6.32,1993
35,0,6.330001,1993
36,0,6.33,1993
37,0,6.33,1993
38,0,6.35,1993
39,0,6.35,1993
40,0,6.440001,1993
41,0,6.59,1993
42,0,6.63,1993
43,0,6.99,1993
44,0,7.07,1993
45,0,7.120001,1993
46,0,7.12,1993
47,0,7.12,1993
48,0,7.12,1993
49,0,7.129999,1993
50,0,7.390001,1993
51,0,7.440001,1993
52,0,7.47,1993
53,0,7.710001,1993
54,0,7.79,1993
55,0,7.94,1993
56,0,8.140001,1993
57,0,8.14,1993
58,0,8.14,1993
59,0,8.14,1993
60,0,8.580001,1993
1,0,2.08,1994
2,1.21875,2.44,1994
3,1.5,2.76,1994
4,1.885714286,3.1,1994
5,1.678898754,3.21,1994
6,1.194689725,3.21,1994
7,0,3.21,1994
8,2.191175,3.91,1994
9,1.94400071,4.01,1994
10,1.558139535,4.01,1994
11,1.785876993,4.25,1994
12,5.327102804,5.28,1994
13,6.860643185,5.64,1994
14,6.460843373,5.75,1994
15,5.259259259,5.75,1994
16,6.938768222,6.139999,1994
17,6.556671449,6.25,1994
18,5.40960452,6.25,1994
19,10.5842259,7.11,1994
20,9.863013699,7.22,1994
21,8.839406208,7.22,1994
22,8.57712766,7.33,1994
23,8.322411533,7.44,1994
24,7.428940568,7.45,1994
25,6.496815287,7.45,1994
26,6.469842965,7.589999,1994
27,6.071877323,7.670001,1994
28,5.19559291,7.669999,1994
29,4.671683735,7.669999,1994
30,4.257425743,7.67,1994
31,3.923827223,7.68,1994
32,4.263973988,7.920001,1994
33,4.053231939,7.97,1994
34,3.707313595,7.969999,1994
35,3.842591667,8.139999,1994
36,3.645338208,8.19,1994
37,3.317689244,8.19,1994
38,4.629234964,8.8,1994
39,7.636165577,9.55,1994
40,7.841730462,9.720001,1994
41,7.722738615,9.83,1994
42,7.076271186,9.84,1994
43,6.756476037,9.910001,1994
44,6.442443521,9.98,1994
45,6.18556701,10.06,1994
46,5.652908599,10.07,1994
47,5.436362001,10.14,1994
48,4.942675159,10.14,1994
49,4.679817854,10.14,1994
50,4.515618323,10.18,1994
51,4.354489164,10.22,1994
52,4.426386717,10.36,1994
53,4.565342936,10.53,1994
54,4.430722892,10.58,1994
55,4.253737135,10.61,1994
56,4.124254902,10.66,1994
57,3.887096774,10.66,1994
58,3.654073122,10.66,1994
59,3.425064841,10.66,1994
60,3.2,10.66,1994
1,0,1.68,1995
2,0,1.89,1995
3,0,1.96,1995
4,0,1.96,1995
5,0,1.96,1995
6,0,2.2,1995
7,0,2.25,1995
8,0,2.48,1995
9,0,2.5,1995
10,0,2.7,1995
11,0,3.02,1995
12,0,3.06,1995
13,0,3.26,1995
14,0,3.33,1995
15,0,3.33,1995
16,0,3.89,1995
17,0,3.91,1995
18,0,3.91,1995
19,0,4.23,1995
20,0,4.33,1995
21,0,4.61,1995
22,0,4.92,1995
23,0,4.92,1995
24,0,4.92,1995
25,0,4.92,1995
26,0,4.95,1995
27,0,5.08,1995
28,0,5.4,1995
29,0,5.73,1995
30,0,5.86,1995
31,0,5.86,1995
32,0,5.87,1995
33,0,5.91,1995
34,0,6.02,1995
35,0,6.04,1995
36,0,6.039999,1995
37,0,6.22,1995
38,0,6.22,1995
39,0,6.67,1995
40,0,7,1995
41,0,7,1995
42,0,7.03,1995
43,0,7.05,1995
44,0,7.05,1995
45,0,7.08,1995
46,0,7.08,1995
47,0,7.08,1995
48,0,7.17,1995
49,0,7.17,1995
50,0,7.22,1995
51,0,7.51,1995
52,0,7.58,1995
53,0,7.58,1995
54,0,7.66,1995
55,0,7.8,1995
56,0,8.13,1995
57,0,8.22,1995
58,0,8.29,1995
59,0,8.56,1995
60,1.120878022,9.299999,1995
1,0,2.01,1996
2,0,2.05,1996
3,0,2.27,1996
4,0,2.35,1996
5,0,2.35,1996
6,0,2.41,1996
7,1.282051282,3.42,1996
8,1.438016631,3.64,1996
9,1.05599929,3.64,1996
10,0,3.74,1996
11,0,3.75,1996
12,0,3.8,1996
13,0,3.83,1996
14,0,3.9,1996
15,0,4.07,1996
16,0,4.08,1996
17,0,4.12,1996
18,0,4.21,1996
19,0,4.24,1996
20,0,4.29,1996
21,0,4.32,1996
22,1.696296296,5.73,1996
23,1.870909091,5.95,1996
24,1.717857143,5.99,1996
25,1.5,5.99,1996
26,1.289655172,5.99,1996
27,1.289830508,6.11,1996
28,1.156666667,6.15,1996
29,1.011477049,6.180001,1996
30,0,6.19,1996
31,0,6.280001,1996
32,0,6.32,1996
33,0,6.33,1996
34,0,6.490001,1996
35,0,6.49,1996
36,0,6.49,1996
37,1.560385507,7.399999,1996
38,1.719045714,7.619999,1996
39,1.718308451,7.729999,1996
40,1.634259722,7.78,1996
41,1.484016438,7.779999,1996
42,1.337839189,7.780001,1996
43,1.528888705,8.03,1996
44,2.331676617,8.63,1996
45,2.590163934,8.85,1996
46,2.464286526,8.9,1996
47,2.220258134,8.9,1996
48,1.98997619,8.900001,1996
49,2.006309952,9.01,1996
50,1.942856758,9.06,1996
51,1.859565375,9.090001,1996
52,1.754191442,9.100001,1996
53,1.734017389,9.18,1996
54,1.679156909,9.23,1996
55,1.579151961,9.240001,1996
56,1.46982526,9.240001,1996
57,1.396825397,9.27,1996
58,1.325355787,9.3,1996
59,1.23316061,9.31,1996
60,1.21978022,9.39,1996
1,53.27868852,4.54,1997
2,42.74193548,4.94,1997
3,46.03174603,5.34,1997
4,67.64705882,5.95,1997
5,77.51196413,6.35,1997
6,64.48601144,6.43,1997
7,48.55076087,6.440001,1997
8,40.35714286,6.44,1997
9,32.3943662,6.44,1997
10,51.97368421,7.2,1997
11,65.49479167,7.6,1997
12,58.11862113,7.680001,1997
13,47.79119813,7.680001,1997
14,50.12632576,7.940001,1997
15,46.40522876,8.02,1997
16,40.24545834,8.02,1997
17,34.22733078,8.02,1997
18,28.3459596,8.02,1997
19,23.87536514,8.02,1997
20,21.25,8.02,1997
21,24.68574256,8.420001,1997
22,23.52831604,8.500001,1997
23,21.27102804,8.5,1997
24,19.05556394,8.5,1997
25,17.56880734,8.55,1997
26,16.51818182,8.63,1997
27,14.40540541,8.63,1997
28,12.59823,8.650001,1997
29,15.86726991,9.050001,1997
30,14.86842105,9.13,1997
31,13.05039673,9.13,1997
32,11.26577826,9.13,1997
33,9.780600462,9.13,1997
34,12.35906889,9.49,1997
35,11.63408415,9.570001,1997
36,9.966373318,9.570001,1997
37,9.211700009,9.570001,1997
38,8.471410426,9.570001,1997
39,7.79956427,9.58,1997
40,7.086328839,9.58,1997
41,6.386317615,9.58,1997
42,6.016949153,9.64,1997
43,7.438766577,10.04,1997
44,7.170598356,10.12,1997
45,6.494845361,10.12,1997
46,5.9066289,10.12,1997
47,5.336427958,10.12,1997
48,5.62007874,10.29,1997
49,5.458966005,10.37,1997
50,4.984367224,10.38,1997
51,4.726006192,10.38,1997
52,7.926977556,11.24,1997
53,7.3764483,11.24,1997
54,6.841155235,11.24,1997
55,7.833825912,11.58,1997
56,7.306790438,11.58,1997
57,6.793760832,11.58,1997
58,6.465228248,11.62,1997
59,6.398418112,11.72,1997
60,7.083333333,12,1997
1,1.08,2.12,1998
2,0,2.2,1998
3,0,2.2,1998
4,0,2.2,1998
5,0,2.63,1998
