Duration,RF_of_PD,PeakDurationRainfall,WaterYear
6,0,2.65,1998
7,1.717948718,3.59,1998
8,1.338843242,3.6,1998
9,0,3.6,1998
10,0,3.7,1998
11,0,3.71,1998
12,0,3.71,1998
13,0,3.79,1998
14,0,3.79,1998
15,0,4.08,1998
16,0,4.08,1998
17,0,4.08,1998
18,0,4.11,1998
19,0,4.43,1998
20,0,4.759999,1998
21,0,4.76,1998
22,0,4.759999,1998
23,0,5.25,1998
24,0,5.26,1998
25,0,5.559999,1998
26,0,5.57,1998
27,2.096071281,6.559999,1998
28,1.856666667,6.57,1998
29,1.913114754,6.73,1998
30,1.725806452,6.74,1998
31,1.550265079,6.74,1998
32,1.536457813,6.839999,1998
33,1.384615385,6.85,1998
34,1.222221212,6.849999,1998
35,1.184077887,6.929999,1998
36,1.029410294,6.929999,1998
37,1.067633333,7.06,1998
38,0,7.06,1998
39,1.253521127,7.4,1998
40,1.425926389,7.63,1998
41,2.214775958,8.24,1998
42,2,8.27,1998
43,1.862222483,8.28,1998
44,1.807018167,8.35,1998
45,1.701298701,8.38,1998
46,1.590248328,8.39,1998
47,1.532546097,8.440001,1998
48,1.451126566,8.469999,1998
49,1.458300354,8.570001,1998
50,1.379591682,8.6,1998
51,1.266343826,8.6,1998
52,1.179570303,8.620001,1998
53,1.615627679,9.08,1998
54,1.538642857,9.110001,1998
55,1.428572752,9.110001,1998
56,1.607334757,9.360001,1998
57,1.532879819,9.39,1998
58,1.459986425,9.420001,1998
59,1.477424054,9.530001,1998
60,1.406593407,9.56,1998
1,8.977272727,3.17,1999
2,6.4,3.4,1999
3,6.538461538,3.68,1999
4,4.7,3.68,1999
5,6.916163523,4.16,1999
6,5.406971877,4.2,1999
7,4.409090909,4.23,1999
8,3.955880882,4.31,1999
9,3.314285265,4.34,1999
10,2.583333333,4.34,1999
11,2.391836735,4.44,1999
12,2.128,4.52,1999
13,3.6,5.04,1999
14,4.246153846,5.36,1999
15,5.851851852,5.83,1999
16,4.948148148,5.86,1999
17,9.282639885,6.63,1999
18,9.717514124,6.86,1999
19,8.539638387,6.86,1999
20,9.520547945,7.17,1999
21,10.2571431,7.41,1999
22,9.308510638,7.44,1999
23,8.322411533,7.44,1999
24,11.41666798,7.95,1999
25,9.872611465,7.98,1999
26,9.045226131,8,1999
27,10.08108108,8.31,1999
28,9.229828851,8.33,1999
29,9.348618818,8.500001,1999
30,10.78948684,8.820001,1999
31,15.13613808,9.29,1999
32,13.33238901,9.290001,1999
33,12.45735068,9.360001,1999
34,16.67135803,9.830001,1999
35,15.15363743,9.85,1999
36,13.41362126,9.85,1999
37,17.38472178,10.31,1999
38,15.65561168,10.31,1999
39,13.95631068,10.31,1999
40,18.78339897,10.85,1999
41,17.32504593,10.87,1999
42,15.65457413,10.87,1999
43,18.46973809,11.25,1999
44,19.49330272,11.48,1999
45,19.92307692,11.66,1999
46,18.41837203,11.66,1999
47,21.15480378,12.03,1999
48,21.70454545,12.21,1999
49,20.55277916,12.24,1999
50,20.76248369,12.39,1999
51,21.30597015,12.57,1999
52,19.83912049,12.57,1999
53,18.38669514,12.57,1999
54,19.375,12.79,1999
55,22.54880512,13.21,1999
56,23.61647516,13.44,1999
57,29.86111111,13.91,1999
58,30.90496655,14.09,1999
59,27.82005433,14.09,1999
60,24.89285714,14.09,1999
1,0,1.5,2000
2,0,1.79,2000
3,0,1.93,2000
4,0,2.38,2000
5,0,2.38,2000
6,0,2.8,2000
7,1.564102564,3.53,2000
8,1.239669852,3.56,2000
9,1.391999827,3.78,2000
10,1.046511628,3.79,2000
11,1.307517084,4.04,2000
12,1,4.04,2000
13,0,4.16,2000
14,0,4.22,2000
15,0,4.42,2000
16,0,4.42,2000
17,0,4.47,2000
18,0,4.53,2000
19,1.048923679,5.01,2000
20,0,5.03,2000
21,0,5.03,2000
22,0,5.050001,2000
23,0,5.32,2000
24,0,5.32,2000
25,0,5.320001,2000
26,0,5.74,2000
27,0,5.76,2000
28,0,5.76,2000
29,0,5.780001,2000
30,0,6.05,2000
31,0,6.05,2000
32,0,6.05,2000
33,0,6.409999,2000
34,0,6.41,2000
35,0,6.680001,2000
36,0,6.68,2000
37,1.241546377,7.18,2000
38,1.84762,7.710001,2000
39,2.369720951,8.070001,2000
40,2.121742503,8.090001,2000
41,1.908675342,8.09,2000
42,1.756758108,8.090001,2000
43,1.688890252,8.150001,2000
44,1.570177066,8.170001,2000
45,1.779220779,8.44,2000
46,2.220784903,8.800002,2000
47,2.02733271,8.82,2000
48,1.889725564,8.820001,2000
49,1.767961919,8.820001,2000
50,1.661225444,8.830001,2000
51,1.54479661,8.830002,2000
52,1.430967051,8.830001,2000
53,1.319654586,8.830001,2000
54,1.210772834,8.83,2000
55,1.104248303,8.830001,2000
56,1.000002292,8.830002,2000
57,0,8.870002,2000
58,0,8.870001,2000
59,0,8.87,2000
60,0,8.960002,2000
1,1.52,2.23,2001
2,1.3125,2.47,2001
3,1.823529412,2.87,2001
4,1.428571429,2.94,2001
5,4.629030645,3.87,2001
6,6.279066928,4.3,2001
7,5.084745763,4.37,2001
8,4.220586765,4.37,2001
9,3.528570673,4.39,2001
10,2.791666667,4.39,2001
11,3.126530612,4.62,2001
12,15.28847756,6.210001,2001
13,13.6354215,6.280001,2001
14,11.09147609,6.29,2001
15,9.333340741,6.300001,2001
16,8.177849854,6.310001,2001
17,6.987087518,6.31,2001
18,6.115819209,6.35,2001
19,6.662037552,6.590001,2001
20,6.780821918,6.77,2001
21,9.446693657,7.31,2001
22,9.640950798,7.489999,2001
23,8.71559633,7.5,2001
24,7.751937984,7.5,2001
25,6.815286624,7.5,2001
26,5.904522613,7.5,2001
27,5.762081784,7.62,2001
28,4.975560081,7.63,2001
29,6.272617612,7.99,2001
30,5.476190476,8,2001
31,4.861326307,8,2001
32,4.495184971,8,2001
33,4.13878327,8,2001
34,3.791744098,8,2001
35,3.564816667,8.04,2001
36,3.26142596,8.05,2001
37,2.938628214,8.05,2001
38,2.623885583,8.05,2001
39,2.316901408,8.05,2001
40,2.017392159,8.05,2001
41,1.867579452,8.06,2001
42,1.824324324,8.14,2001
43,1.688888919,8.15,2001
44,1.543859926,8.15,2001
45,1.402598701,8.150001,2001
46,1.372113076,8.22,2001
47,1.266272414,8.23,2001
48,1.15037594,8.23,2001
49,1.037159388,8.23,2001
50,0,8.23,2001
51,0,8.250001,2001
52,0,8.420001,2001
53,0,8.429999,2001
54,0,8.530001,2001
55,0,8.54,2001
56,1.19480512,9,2001
57,1.963718821,9.77,2001
58,1.8750941,9.790001,2001
59,1.777200554,9.800001,2001
60,1.67032967,9.8,2001
1,0,1.54,2002
2,0,1.58,2002
3,0,1.59,2002
4,0,2.4,2002
5,0,2.4,2002
6,0,2.86,2002
7,0,2.89,2002
8,0,2.92,2002
9,0,2.98,2002
10,0,3.05,2002
11,0,3.08,2002
12,0,3.11,2002
13,0,3.29,2002
14,0,3.32,2002
15,0,3.37,2002
16,0,3.57,2002
17,0,3.57,2002
18,0,3.78,2002
19,0,3.85,2002
20,0,3.88,2002
21,0,3.89,2002
22,0,3.89,2002
23,0,3.89,2002
24,0,3.89,2002
25,0,3.91,2002
26,0,4.16,2002
27,0,4.21,2002
28,0,4.24,2002
29,0,4.36,2002
30,0,4.36,2002
31,0,4.690001,2002
32,0,4.890001,2002
33,0,5.04,2002
34,0,5.25,2002
35,0,5.39,2002
36,0,5.740001,2002
37,0,5.85,2002
38,0,5.88,2002
39,0,6.12,2002
40,0,6.24,2002
41,0,6.27,2002
42,0,6.73,2002
43,0,6.82,2002
44,0,6.85,2002
45,0,7.11,2002
46,0,7.14,2002
47,0,7.15,2002
48,0,7.44,2002
49,0,7.47,2002
50,0,7.47,2002
51,0,7.550001,2002
52,0,7.62,2002
53,0,7.84,2002
54,0,7.910001,2002
55,0,7.920001,2002
56,0,8.17,2002
57,0,8.240001,2002
58,0,8.25,2002
59,0,8.25,2002
60,0,8.250002,2002
1,1.36,2.19,2003
2,3.052631579,2.89,2003
3,2.86440678,3.1,2003
4,2.95,3.33,2003
5,2.354837097,3.4,2003
6,1.699115397,3.4,2003
7,1.307692308,3.43,2003
8,1.140496462,3.52,2003
9,1.295999674,3.74,2003
10,1.418604651,3.95,2003
11,1.62642369,4.18,2003
12,1.714285714,4.36,2003
13,3.678431373,5.06,2003
14,3.9,5.27,2003
15,4.188679245,5.5,2003
16,3.874074074,5.57,2003
17,4.007272727,5.76,2003
18,4.278571429,5.99,2003
19,3.978947368,6.06,2003
20,3.448275862,6.06,2003
21,3.876696833,6.32,2003
22,4.592430958,6.670001,2003
23,4.825661184,6.880001,2003
24,5.23255814,7.11,2003
25,4.888301064,7.180001,2003
26,4.446544025,7.180001,2003
27,4.11053719,7.21,2003
28,3.723014257,7.22,2003
29,3.31626506,7.22,2003
30,3.514851485,7.42,2003
31,4.18750177,7.770001,2003
32,4.177265896,7.89,2003
33,4.880228137,8.26,2003
34,4.607881231,8.290001,2003
35,4.787038889,8.48,2003
36,5.369955157,8.75,2003
37,4.915163434,8.780001,2003
38,4.81640358,8.870001,2003
39,6.764700436,9.389999,2003
40,6.22301347,9.419999,2003
41,6.546693481,9.610001,2003
42,7.288130297,9.879999,2003
43,6.703986497,9.9,2003
44,6.078366104,9.91,2003
45,7.216494845,10.26,2003
46,6.617045742,10.26,2003
47,7.984680111,10.65,2003
48,9.114173228,11,2003
49,8.513244905,11,2003
50,7.977710049,11.01,2003
51,7.410546139,11.01,2003
52,6.90594427,11.02,2003
53,6.827329636,11.12,2003
54,6.299638989,11.12,2003
55,5.786360318,11.12,2003
56,5.330783553,11.13,2003
57,4.920821114,11.13,2003
58,4.940414071,11.25,2003
59,4.70028098,11.25,2003
60,4.485714286,11.26,2003
1,2.446808511,2.42,2004
2,1.15625,2.42,2004
3,0,2.47,2004
4,0,2.61,2004
5,0,2.61,2004
6,3.53124917,3.84,2004
7,2.772727273,3.87,2004
8,2.014704412,3.87,2004
9,3.357142347,4.35,2004
10,2.625,4.35,2004
11,4.514285714,4.96,2004
12,7.040498442,5.5,2004
13,5.788667688,5.5,2004
14,4.784615385,5.5,2004
15,4.716981132,5.64,2004
16,4.133333333,5.64,2004
17,3.570909091,5.64,2004
18,3.028571429,5.64,2004
19,2.505263158,5.64,2004
20,3.862068966,6.18,2004
21,3.40158371,6.18,2004
22,3.122497773,6.230001,2004
23,4.266447368,6.71,2004
24,3.820737581,6.710001,2004
25,3.484045745,6.740001,2004
26,4.037738994,7.050001,2004
27,4.544424587,7.350001,2004
28,6.540348411,7.890001,2004
29,7.53920386,8.2,2004
30,6.666672619,8.200001,2004
31,5.899452788,8.200001,2004
32,5.147748546,8.2,2004
33,4.709128327,8.200001,2004
34,4.354598166,8.200001,2004
35,4.009263889,8.200001,2004
36,4.797077697,8.610001,2004
37,4.563172777,8.649999,2004
38,4.228167761,8.650001,2004
39,3.901411092,8.650001,2004
40,3.582608189,8.65,2004
41,3.271477896,8.65,2004
42,3.222413413,8.750001,2004
43,3.098995722,8.820001,2004
44,3.252074627,9,2004
45,4.114756557,9.470001,2004
46,5.145467997,9.97,2004
47,5.486329023,10.15,2004
48,4.96656051,10.15,2004
49,4.703477216,10.15,2004
50,4.445305988,10.15,2004
51,4.191950464,10.15,2004
52,4.932522851,10.58,2004
53,4.679324439,10.58,2004
54,4.430722892,10.58,2004
55,4.208960916,10.59,2004
56,3.968929803,10.59,2004
57,3.73313783,10.59,2004
58,3.5014564,10.59,2004
59,3.316995677,10.61,2004
60,3.135714286,10.63,2004
1,2.255319149,2.39,2005
2,6.1,3.37,2005
3,4.593220339,3.44,2005
4,3.55,3.45,2005
5,2.596772581,3.45,2005
6,1.884956434,3.47,2005
7,3.045454545,3.93,2005
8,2.367645588,3.95,2005
9,1.896000634,3.99,2005
10,1.534883721,4,2005
11,1.239179954,4.01,2005
12,1.401785714,4.22,2005
13,1.842450766,4.56,2005
14,1.55794206,4.570001,2005
15,1.263157895,4.57,2005
16,1.392561983,4.77,2005
17,1.415821501,4.92,2005
18,1.358565737,5.03,2005
19,1.225048924,5.1,2005
20,1.884615385,5.58,2005
21,1.892454717,5.710001,2005
22,1.788888889,5.78,2005
23,2.325657895,6.12,2005
24,2.136069114,6.19,2005
25,1.850878947,6.190001,2005
26,3.314465409,6.82,2005
27,3.118801653,6.89,2005
28,2.806517312,6.92,2005
29,2.412650602,6.92,2005
30,2.02970297,6.92,2005
31,3.044921831,7.38,2005
32,2.789982659,7.41,2005
33,2.541825095,7.44,2005
34,2.300188274,7.47,2005
35,1.990050731,7.47,2005
36,2.219378428,7.67,2005
37,2.830325063,8.01,2005
38,2.597147591,8.04,2005
39,2.290492958,8.04,2005
40,2.173916371,8.110001,2005
41,1.977169863,8.140001,2005
42,1.824324324,8.14,2005
43,1.968891959,8.360002,2005
44,1.859649815,8.39,2005
45,1.714285714,8.39,2005
46,1.590248328,8.39,2005
47,1.469146635,8.39,2005
48,1.350877193,8.39,2005
49,1.693640666,8.759999,2005
50,3.812492627,9.879999,2005
51,3.72755418,9.95,2005
52,3.506139201,9.96,2005
53,3.265953801,9.96,2005
54,3.030120482,9.96,2005
55,3.873139268,10.44,2005
56,3.680468904,10.46,2005
57,3.535190616,10.5,2005
58,3.741282678,10.7,2005
59,3.662817003,10.77,2005
60,3.435714286,10.77,2005
1,0,1.68,2006
2,1.46875,2.52,2006
3,1,2.59,2006
4,1.142857143,2.84,2006
5,1.76146741,3.24,2006
6,2.781250342,3.68,2006
7,6.355932203,4.52,2006
8,4.882351471,4.52,2006
9,4.085712735,4.52,2006
10,3.375,4.53,2006
11,2.840816327,4.55,2006
12,2.248,4.55,2006
13,1.820568928,4.55,2006
14,1.515021459,4.55,2006
15,1.221052632,4.55,2006
16,0,4.56,2006
17,1.192697769,4.81,2006
18,1.079681275,4.89,2006
19,1.616438356,5.3,2006
20,1.480769231,5.37,2006
21,2.044117647,5.78,2006
22,1.788888889,5.78,2006
23,1.561818182,5.78,2006
24,1.342857143,5.78,2006
25,1.131578947,5.78,2006
26,0,5.78,2006
27,1.188135593,6.05,2006
28,1.106665,6.119999,2006
29,1.32295082,6.37,2006
30,2.683165347,7.139999,2006
31,2.341797518,7.14,2006
32,4.639690751,8.049999,2006
33,4.309885932,8.06,2006
34,3.960599474,8.06,2006
35,3.620372222,8.06,2006
36,3.288848263,8.06,2006
37,2.965704002,8.06,2006
38,3.853833203,8.51,2006
39,3.5316875,8.509999,2006
40,3.765216726,8.72,2006
41,3.477663641,8.73,2006
42,3.17147708,8.73,2006
43,2.897653609,8.740001,2006
44,2.605310945,8.740001,2006
45,2.319672131,8.74,2006
46,2.074678571,8.740001,2006
47,1.91293526,8.740001,2006
48,1.789474937,8.740001,2006
49,1.668870218,8.740001,2006
50,1.551021408,8.740001,2006
51,1.435835351,8.74,2006
52,1.586592413,8.96,2006
53,1.568272978,9.040001,2006
54,1.456674473,9.04,2006
55,1.521236881,9.190001,2006
56,1.412529636,9.190001,2006
57,1.544218821,9.400001,2006
58,1.448766177,9.41,2006
59,1.344188944,9.41,2006
60,1.989010989,10.09,2006
1,0,2.08,2007
2,8.7,3.63,2007
3,9.038461538,3.94,2007
4,8.333333333,4.1,2007
5,6.37724169,4.1,2007
6,9.244190103,4.64,2007
7,8.728813559,4.8,2007
8,7.8611,4.889999,2007
9,7.595627206,5.05,2007
10,6.048387097,5.05,2007
11,5.404120444,5.13,2007
12,5.015576324,5.24,2007
13,5.022970904,5.4,2007
14,4.4,5.4,2007
15,3.811320755,5.4,2007
16,3.244444444,5.4,2007
17,2.698181818,5.4,2007
18,2.314285714,5.44,2007
19,1.890410959,5.44,2007
20,1.615384615,5.44,2007
21,1.383018868,5.44,2007
22,1.307407407,5.52,2007
23,1.18,5.57,2007
24,2.816414687,6.4,2007
25,2.430851064,6.41,2007
26,4.320754717,7.14,2007
27,4.327479339,7.28,2007
28,3.906313646,7.28,2007
29,3.527108434,7.29,2007
30,3.485148515,7.41,2007
31,3.953124069,7.69,2007
32,3.599234104,7.690001,2007
33,3.254752852,7.69,2007
34,5.975600972,8.599999,2007
35,5.24528633,8.6,2007
36,4.769652651,8.6,2007
37,4.427796545,8.6,2007
38,4.335119728,8.690001,2007
39,4.455985915,8.86,2007
40,4.130436408,8.860001,2007
41,3.812718052,8.860001,2007
42,3.502546689,8.86,2007
43,3.627518769,9.030001,2007
44,3.326701493,9.03,2007
45,3.032786885,9.03,2007
46,2.780847403,9.030001,2007
47,2.533764361,9.030001,2007
48,2.673566879,9.19,2007
49,2.432178467,9.19,2007
50,2.546872937,9.34,2007
51,2.543345975,9.440001,2007
52,2.447856859,9.500001,2007
53,2.285712875,9.53,2007
54,2.826809488,9.870001,2007
55,2.597017008,9.87,2007
56,2.371302431,9.870001,2007
57,2.149562317,9.870001,2007
58,2.498546507,10.13,2007
59,2.2795317,10.13,2007
60,2.064285714,10.13,2007
1,3.914893617,2.65,2008
2,4.526315789,3.17,2008
3,3.220338983,3.17,2008
4,3.85,3.51,2008
5,2.887095161,3.51,2008
6,6.802323959,4.36,2008
7,9.406779661,4.88,2008
8,8.277775,4.94,2008
9,8.989072113,5.22,2008
10,7.903225806,5.28,2008
11,6.592709984,5.28,2008
12,5.482866044,5.3,2008
13,4.619607843,5.3,2008
14,4.169230769,5.34,2008
15,7.185185185,6.01,2008
16,6.428571429,6.07,2008
17,5.265423242,6.07,2008
18,5.056497175,6.2,2008
19,4.715789474,6.27,2008
20,4.379310345,6.33,2008
21,3.910633484,6.33,2008
22,3.824053452,6.44,2008
23,3.378289474,6.44,2008
24,3.205183585,6.52,2008
25,3.132978723,6.63,2008
26,2.937106918,6.7,2008
27,2.529958678,6.7,2008
28,2.134419552,6.7,2008
29,1.913116393,6.730001,2008
30,3.663366337,7.47,2008
31,3.484377457,7.530001,2008
32,3.136806358,7.530001,2008
33,2.88403327,7.560001,2008
34,2.722329529,7.620001,2008
35,2.39815,7.62,2008
36,2.548446069,7.79,2008
37,2.532494104,7.900001,2008
38,2.22281838,7.900001,2008
39,1.957746479,7.9,2008
40,1.925927778,7.990001,2008
41,2.137456304,8.21,2008
42,2.025466893,8.28,2008
43,3.627516252,9.03,2008
44,3.475952736,9.089999,2008
45,3.303278689,9.14,2008
46,3.048699675,9.139999,2008
47,2.847268176,9.160001,2008
48,2.601910828,9.16,2008
49,2.810725893,9.349999,2008
50,2.828124622,9.460001,2008
51,2.705880031,9.509999,2008
52,2.470858445,9.509999,2008
53,2.240117994,9.509999,2008
54,2.013556476,9.510001,2008
55,1.996139381,9.6,2008
56,2.038458495,9.719999,2008
57,2.545454545,10.05,2008
58,2.454941729,10.11,2008
59,2.927946686,10.43,2008
60,2.835714286,10.49,2008
1,3.85106383,2.64,2009
2,3.421052632,2.96,2009
3,2.152542373,2.96,2009
4,1.542857143,2.98,2009
5,11.4374893,4.58,2009
6,14.81707949,4.99,2009
7,13.03571429,5.12,2009
8,9.777775,5.12,2009
9,11.4661705,5.43,2009
10,14.94505495,5.84,2009
11,12.11267606,5.84,2009
12,11.28205128,5.96,2009
13,12.68703899,6.22,2009
14,10.15592516,6.23,2009
15,9.62962963,6.34,2009
16,8.61516035,6.37,2009
17,8.708751793,6.55,2009
18,7.598870056,6.56,2009
19,6.45340751,6.56,2009
20,5.753424658,6.62,2009
21,5.465587045,6.72,2009
22,4.792873051,6.73,2009
23,6.815203145,7.21,2009
24,6.718346253,7.34,2009
25,5.796178344,7.34,2009
26,4.949685535,7.34,2009
27,8.488228005,8.06,2009
28,7.579462103,8.06,2009
29,7.418576598,8.18,2009
30,6.726196429,8.210001,2009
31,9.375496367,8.790001,2009
32,8.588649711,8.790001,2009
33,7.990767898,8.820001,2009
34,8.605181864,9.06,2009
35,9.603774333,9.370001,2009
36,14.28572674,9.920001,2009
37,17.50821211,10.32,2009
38,15.77802778,10.32,2009
39,14.32038835,10.34,2009
40,15.65506509,10.59,2009
41,13.98463411,10.59,2009
42,12.57886435,10.61,2009
43,19.29090383,11.32,2009
44,18.32990778,11.38,2009
45,16.69230769,11.38,2009
46,17.6147965,11.59,2009
47,16.81472429,11.65,2009
48,15.34090909,11.65,2009
49,19.648252,12.16,2009
50,22.78747356,12.57,2009
51,24.8880597,12.89,2009
52,23.40349457,12.89,2009
53,22.59849705,12.95,2009
54,25.47169811,13.32,2009
55,29.84381299,13.64,2009
56,28.57136202,13.72,2009
57,25.46296296,13.72,2009
58,29.29454204,14.02,2009
59,28.04871356,14.1,2009
60,25.22727273,14.11,2009
1,4.808510638,2.79,2010
2,9.5,3.71,2010
3,8.75,3.91,2010
4,11.34615385,4.35,2010
5,11.4374893,4.58,2010
6,9.680237628,4.69,2010
7,10,4.95,2010
8,9.277775,5.06,2010
9,8.251365986,5.13,2010
10,8.548387097,5.36,2010
11,7.385103011,5.38,2010
12,10.16025641,5.89,2010
13,11.10642782,6.12,2010
14,10,6.22,2010
15,11.69230769,6.5,2010
16,12.58097166,6.73,2010
17,10.2997003,6.75,2010
18,12.95856509,7.099999,2010
19,10.87633885,7.13,2010
20,9.383561644,7.15,2010
21,8.569500675,7.18,2010
22,7.579787234,7.18,2010
23,6.684141547,7.19,2010
24,6.007751938,7.23,2010
25,5.286624204,7.26,2010
26,4.698113208,7.26,2010
27,4.265495868,7.26,2010
28,4.089613035,7.34,2010
29,7.720144753,8.23,2010
30,9.464291667,8.670001,2010
31,10.05215657,8.900001,2010
32,10.87830408,9.100001,2010
33,12.07337884,9.33,2010
34,17.68601131,9.910001,2010
35,18.79890206,10.14,2010
36,18.89534884,10.29,2010
37,19.85452839,10.51,2010
38,20.55225576,10.71,2010
39,20.99514563,10.89,2010
40,22.03205339,11.12,2010
41,20.9040586,11.17,2010
42,22.98895899,11.49,2010
43,21.75440106,11.53,2010
44,22.51812957,11.74,2010
45,21.19230769,11.77,2010
46,19.68113358,11.77,2010
47,18.18527571,11.77,2010
48,16.70454545,11.77,2010
49,17.83919768,12,2010
50,17.72499888,12.12,2010
51,22.31343284,12.66,2010
52,23.40349457,12.89,2010
53,22.15514948,12.91,2010
54,24.55882353,13.26,2010
55,23.42685818,13.29,2010
56,22.63347023,13.35,2010
57,22.7173913,13.49,2010
58,21.82694388,13.54,2010
59,20.72964962,13.57,2010
60,19.32142857,13.57,2010
1,0,2.08,2011
2,1.5625,2.55,2011
3,1.558823529,2.78,2011
4,2.55,3.25,2011
5,1.788990295,3.25,2011
6,1.592920518,3.36,2011
7,1.333333333,3.44,2011
8,2.941175,4.08,2011
9,4.21428398,4.55,2011
10,3.458333333,4.55,2011
11,3.289795918,4.66,2011
12,2.688,4.66,2011
13,3.168627451,4.93,2011
14,3.976919231,5.289999,2011
15,3.886792453,5.42,2011
16,3.392592593,5.44,2011
17,2.843636364,5.44,2011
18,2.707142857,5.55,2011
19,2.189473684,5.55,2011
20,1.846153846,5.56,2011
21,1.609432075,5.559999,2011
22,2.020044543,5.9,2011
23,2.029605263,6.03,2011
24,2.978401728,6.45,2011
25,2.558510638,6.45,2011
26,2.308176101,6.5,2011
27,1.96779661,6.51,2011
28,1.79,6.53,2011
29,1.7,6.6,2011
30,1.677419355,6.71,2011
31,1.534392063,6.73,2011
32,1.880209375,7.06,2011
33,1.707692308,7.06,2011
34,1.616162121,7.11,2011
35,1.467663385,7.120001,2011
36,1.338235294,7.14,2011
37,1.792271014,7.56,2011
38,1.733332857,7.63,2011
39,1.591550704,7.640001,2011
40,1.495370833,7.68,2011
41,1.360731507,7.690001,2011
42,1.22972973,7.7,2011
43,1.315556421,7.870001,2011
44,1.201754213,7.89,2011
45,1.181818182,7.98,2011
46,1.089821681,8.000001,2011
47,1.291630424,8.249999,2011
48,1.626567669,8.610001,2011
49,1.668870218,8.740001,2011
50,1.575511194,8.760001,2011
51,1.484261501,8.78,2011
52,1.49082342,8.880001,2011
53,1.805052399,9.240001,2011
54,1.843093677,9.370002,2011
55,1.752896044,9.39,2011
56,1.641712131,9.390001,2011
57,1.657597506,9.500001,2011
58,1.852655848,9.770001,2011
59,1.766098831,9.790002,2011
60,1.692306593,9.819999,2011
1,0,1.83,2012
2,1.90625,2.66,2012
3,2.661016949,3.06,2012
4,2.8,3.3,2012
5,1.954127607,3.31,2012
6,1.51327436,3.33,2012
7,1.435897436,3.48,2012
8,1.338843242,3.6,2012
9,2.328572388,4.11,2012
10,4.125,4.71,2012
11,3.616326531,4.74,2012
12,3.768,4.93,2012
13,3.28627451,4.96,2012
14,2.707692308,4.96,2012
15,4.452830189,5.57,2012
16,4.281481481,5.68,2012
17,4.116363636,5.79,2012
18,3.957142857,5.9,2012
19,6.105702364,6.51,2012
20,5.068493151,6.52,2012
21,4.623303167,6.54,2012
22,4.659246102,6.690001,2012
23,4.595394737,6.81,2012
24,4.144708423,6.81,2012
25,3.707446809,6.81,2012
26,3.377358491,6.84,2012
27,3.180782025,6.909999,2012
28,2.959266802,6.97,2012
29,3.286144578,7.21,2012
30,6.071428571,8.1,2012
31,5.604866932,8.15,2012
32,4.928713873,8.150001,2012
33,4.709125475,8.2,2012
34,4.382737915,8.21,2012
35,4.092594444,8.23,2012
36,4.166361974,8.38,2012
37,4.157038667,8.5,2012
38,3.853833203,8.51,2012
39,3.558098592,8.52,2012
40,3.973912197,8.8,2012
41,3.967354783,8.92,2012
42,3.782682513,8.97,2012
43,4.936239986,9.55,2012
44,5.454233388,9.79,2012
45,5.051546392,9.84,2012
46,4.753247565,9.84,2012
47,4.487134286,9.840001,2012
48,4.679936306,10.03,2012
49,4.585180407,10.1,2012
50,4.445305988,10.15,2012
51,4.215170279,10.16,2012
52,3.966262959,10.16,2012
53,3.721879813,10.16,2012
54,3.481927711,10.16,2012
55,3.335824632,10.2,2012
56,3.103547108,10.2,2012
57,3.095307918,10.3,2012
58,3.392444455,10.54,2012
59,3.165698847,10.54,2012
60,2.942857143,10.54,2012
1,0,1.6,2013
2,0,2.01,2013
3,0,2.17,2013
4,1.171428571,2.85,2013
5,0,2.85,2013
6,0,2.89,2013
7,0,3.17,2013
8,0,3.33,2013
9,1.94400071,4.01,2013
10,1.558139535,4.01,2013
11,1.580865604,4.16,2013
12,1.290178571,4.17,2013
13,1.098468271,4.22,2013
14,0,4.29,2013
15,0,4.350001,2013
16,0,4.520001,2013
17,1.963490872,5.190001,2013
18,1.697209163,5.199999,2013
19,1.420745597,5.200001,2013
20,1.173076923,5.21,2013
21,1.496226415,5.5,2013
22,1.27037037,5.5,2013
23,1.070910909,5.510001,2013
24,0,5.559999,2013
25,0,5.560001,2013
26,0,5.640001,2013
27,0,5.799999,2013
28,1.106666667,6.12,2013
29,0,6.12,2013
30,0,6.12,2013
31,0,6.28,2013
32,0,6.28,2013
33,0,6.35,2013
34,1.02525303,6.72,2013
35,1.064676216,6.85,2013
36,1.647058824,7.35,2013
37,1.531401449,7.38,2013
38,1.376191429,7.380001,2013
39,1.704226761,7.720001,2013
40,1.689815278,7.82,2013
41,1.716894521,7.95,2013
42,1.594594595,7.97,2013
43,2.39429581,8.54,2013
44,2.953567164,8.88,2013
45,2.909833607,8.979999,2013
46,2.975647727,9.109999,2013
47,2.77491873,9.13,2013
48,2.840764331,9.26,2013
49,3.331234222,9.57,2013
50,3.179679266,9.609998,2013
51,3.193493808,9.719998,2013
52,3.73620108,10.06,2013
53,3.721879813,10.16,2013
54,3.77560241,10.29,2013
55,3.582093841,10.31,2013
56,3.835794003,10.53,2013
57,4.085043988,10.75,2013
58,4.395354347,11,2013
59,4.159935159,11,2013
60,4.014285714,11.04,2013
1,0,2,2014
2,3.210526316,2.92,2014
3,2.86440678,3.1,2014
4,2.65,3.27,2014
5,1.899081837,3.29,2014
6,1.778761555,3.43,2014
7,1.461538462,3.49,2014
8,1.165289809,3.53,2014
9,1.031999251,3.63,2014
10,4.75,4.86,2014
